review_no,sentiment,score,author,date,contents,pos_words,neg_words,pos_count,neg_count,like_count,product_name
127768935,긍정,2,손**,2025-10-17,다양해서 좋네요. 상품과 배송 모두 아주 만족합니다.,"만족, 좋네",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127762949,긍정,2,조**,2025-10-17,구성 좋고 맛도 좋아요. 데우기만 하면 모둠전 완성. 편하게 먹을 수 있어서 너무 좋습니다.,"좋아, 편하",,2,0,1,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127751848,중립,0,최**,2025-10-17,맛있는 것도 있고 별로인 것도 있네요,맛있,별로,1,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127751822,긍정,1,최**,2025-10-17,동태전이랑 산적은 맛있고 완자랑 깻잎전은 그냥 그래요,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127750541,부정,-1,이**,2025-10-17,쿠팡이랑 가격 차이가ㅠㅠ 넘 비싸요ㅠㅠ,,비싸,0,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127750375,긍정,1,강**,2025-10-17,"맛나요 맛나게 먹었어요
꼬지전만 빼면 좋을듯하지만 비주얼용인가요",맛나,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127740120,긍정,2,이**,2025-10-16,"명절에 편하게 전 먹으니 좋아요 
양도 적당합니다","좋아, 편하",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127731329,중립,0,이**,2025-10-16,양이 아주 많네요. 세개로 소분해서 먹었어요,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127729790,긍정,2,곽***,2025-10-16,한번먹기좋아요. 김치전이 더맛나,"맛나, 좋아",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127723469,중립,0,박**,2025-10-16,"여러가지전이
함께 들어잇어서 잘 먹엇어요",,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127720894,부정,-1,김**,2025-10-16,라이브특가로 11100원에 구입했고요 냉동전에 실망을 많이 했었기에 큰 기대를 안했는데 나쁘지 않았어요 생각보다 잘 먹었어요,,실망,0,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127714784,긍정,1,김*,2025-10-15,"모둠전 너무 맛있고 좋은데요
처음 사봤는데 나중에 또 사야겠어요",맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127714709,중립,0,정**,2025-10-15,다양한 맛이 있어서 수고로움이 덜었네요,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127713973,긍정,1,신**,2025-10-15,모듬전 하나 있으면 식탁이 너무 맛있고 근사해집니다,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127706558,중립,0,김**,2025-10-15,명절앞두고 먹으려고 삿어요,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127706107,중립,0,김**,2025-10-15,명절전 따로 하지않고 이거 하나면 다 해결되네요,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127702999,중립,0,궁**,2025-10-15,종류 별로 먹을 수 있어서 좋네요,좋네,별로,1,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127680094,긍정,1,김**,2025-10-14,"항상 명절에 시장에서 전 종류를 사다가 먹다가 마켓컬리 라이브 방송 보고 혹시나 하는 마음에 주문했는데 너무너무 잘한 선택이에요
같이 점이 너무 너무 맛있고 색감도 너무 예뻐서 가족들 한테도 칭찬 받았습니다",맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127677141,긍정,3,최**,2025-10-14,전 먹고싶을때 편하고 좋네요 맛있어요,"맛있, 좋네, 편하",,3,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127654289,중립,0,이*,2025-10-13,"행사할때 구매했어요.
냄새안나고 맛있었어요.",맛있,냄새,1,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127651665,긍정,1,최**,2025-10-13,산소에 가져가기  딱 좋아요,좋아,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127649234,중립,0,최**,2025-10-13,"명절용으로 딱 좋은 구성입니다. 이번에 추석이라 구입했는데, 다음 설날에도 이걸로 음식 하면 될 거 같아요~",,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127648925,긍정,2,이**,2025-10-13,차례상에 놓으려고 처음 주문했는데 깔끔하고 괜찮아요.,"괜찮, 깔끔",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127646489,긍정,2,이**,2025-10-13,골고루 다양한 전이 들어 있어서 차례 지낼 때 모듬전으로 좋아요. 모듬전 덕분에 이번 추석 편하게 보냈어요.,"좋아, 편하",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127639168,중립,0,한**,2025-10-13,잘먹겠습니다 감사합니다 ㅎㅎ,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127627132,긍정,2,유**,2025-10-12,푸짐한 모듬전~~그중에 동태전이 제일 맛있어요,"맛있, 푸짐",,2,0,1,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127626909,중립,0,김**,2025-10-12,제수용으로 구매 그냥 욕먹지 않을 정도,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127623203,긍정,2,김**,2025-10-12,"재료손질 부치는 시간 아끼고 편하네요
꼬치산적은 별로라고 딸아이는 꼬치산적은 엄마가 해 줬으면 하네요.
저는 꼬치산적에 단무지 넣는거 싫어하는데 여기에는 우엉이 들어 있어서 저는 좋았어요
남이 해주는 건 다 맛있어요","맛있, 좋았, 편하",별로,3,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127585060,긍정,1,장**,2025-10-11,부침명장 김치전이 맛있어서 믿고 모듬전도 사봤어요…동그랑댕만 산것같고 나머진 집에서 한듯하네요..,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127583784,부정,-1,최**,2025-10-11,"생각보다는 맛이 별로에요.
맛살이 아니라 분홍소세지고 그냥저냥 먹었어요.",,별로,0,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127582434,긍정,1,권**,2025-10-11,라이브가로 맛있게  잘 먹었습니다,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127575140,긍정,1,임**,2025-10-10,"이번 추석에 엄마께 보내드렸어요
간편한 상차림.
동태전은 가시가 있어 아이들이 먹기엔 그래서 어른들만 먹었어요",간편,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127574677,긍정,1,희*,2025-10-10,전도 다양하게 들어있고 양도 많고 너무 맛있어요!! 행복한 명절 보냈슴다 ㅎㅎ,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127574250,긍정,1,신**,2025-10-10,세일할때 사서 더 좋네요!,좋네,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127569422,긍정,3,임*,2025-10-10,명절에 간편하게 잘 먹었습니다~ 소량이지만 종류가 다양해서 좋아요,"간편, 좋아, 편하",,3,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127558811,긍정,1,차**,2025-10-10,한봉지에 인기 있는거만들어 있으니 좋네요,좋네,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127558352,중립,0,김**,2025-10-10,추석맞이 세일해서 주문했어요,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127555744,긍정,1,장**,2025-10-09,다양한 전종류에 맛도 좋아요,좋아,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127546857,중립,0,조**,2025-10-09,"이번 추석때 먹었어요
명절 분위기 내고 싶어서요
생각보다 양도 많고 개별포장이 마음에 들었어요",,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127546053,긍정,1,정**,2025-10-09,네가지 전으로 맛있어요,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127539847,중립,0,박**,2025-10-09,추석때 잘 사용해요,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127533063,긍정,2,배**,2025-10-08,간편하게 잘 해먹었습니다,"간편, 편하",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127531419,중립,0,조**,2025-10-08,라이브방송해서 저렴하게 구매했어요,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127530157,긍정,1,김**,2025-10-08,"다양한 종류별로 아주 맛나요 ~
이번 추석에 아주아주 맛나게 잘 먹었습니다 ~",맛나,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127511070,긍정,2,김**,2025-10-07,"여러가지 전이 들어있어 명절에 쓰기 편해요.
꼬지전이 맛있는데 단무지가 안들어있어서 아쉬웠어요.","맛있, 편해",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127510793,중립,0,김**,2025-10-07,명절이라고 전 먹어봤어요 맛은 그냥 그랬어요,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127507787,부정,-1,정**,2025-10-07,"모듬전  종류가 여러가지라 뚝딱 골고루 차릴수 있어 편리합니다 나쁘진 않은데 또 살지는..
동태전에 가시가 너무 많았어요 맛살도 별로고",,별로,0,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127507617,긍정,1,김**,2025-10-07,전 모양도 이쁘고. 고기도 부드럽고 맛있어요.,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127503577,긍정,1,민**,2025-10-07,정말 별 기대 안하고 샀는데 이 모듬전은 다음 제사에도 반드시 구매 할 것 같아요. 모양도 깔끔하고맛도 깔끔해요,깔끔,,1,0,1,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127503294,중립,0,노**,2025-10-07,"코스트코가서 사오곤했는데
컬리에서 더 저렴하게 잘샀어요",,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127501552,중립,0,김**,2025-10-07,"재료 준비하기 싫어서 구매해봤는데..
꼬치산적 좋아하는데 꼬치산적이 젤 맛 없네요ㅠ
나머지는 그냥그냥 저는 동태전이 젤 먹을만 했어요",좋아,맛 없,1,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
