review_no,sentiment,score,author,date,contents,pos_words,neg_words,pos_count,neg_count,like_count,product_name
131059062,중립,0,유**,2026-02-14,라이브특가로 득템했어요 !!,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
131054113,중립,0,이**,2026-02-13,골고루 소량 들어서 3인이 잘 먹었어요.,,,0,0,1,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
131048991,중립,0,임**,2026-02-13,모듬전 잘 받았습니다,,,0,0,1,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
131040662,긍정,1,민**,2026-02-13,이거제발괜찮아야되는데아니면명절에개망신각근데일단꼬지개수넘적은,괜찮,,1,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
131040408,중립,0,강**,2026-02-13,명절대비~세식구라이걸로딱~~~,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
131037746,중립,0,김**,2026-02-13,명절에 쓸려고 샀어요,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
131036597,긍정,1,김**,2026-02-13,양이 생각보다 많아서 푸짐할거같아요~,푸짐,,1,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
131036333,긍정,1,이**,2026-02-13,"맛이 훌륭합니다! 이번 산적은 꼬치를 빼고 계란으로 틀을 만들어 흐트러짐 없이 모양새를 다졌습니다. 전유어는 잔가시가 거의 없으며 고기가 담백하고, 동그랑땡과 깻잎전은 다져진 고기의 잡내조차 없이 담백합니다. 부침류를 너무나 사랑해 자주 즐겨 먹는데 이번에도 냉동실에 쟁여해둬야겠습니다.","담백, 훌륭",잡내,2,1,4,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
131034377,중립,0,J*,2026-02-13,안좋아하는 동태전이 껴있어서 고민좀했으나 누군가는 먹겟죠 ㅋ,좋아,안좋,1,1,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
131028714,중립,0,안**,2026-02-12,설에 가족들과 먹어 보려구요,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
131027294,중립,0,박**,2026-02-12,라이브할 때 잘 샀어요.,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
131012669,긍정,1,김**,2026-02-12,"명절음식 땡겨서 잘 먹었습니다 
종류별로 먹으니 좋네요",좋네,,1,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
131009045,긍정,1,최**,2026-02-12,저번에 구매해 보고 구성이 괜찮아 구매,괜찮,,1,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130999367,긍정,2,김**,2026-02-11,기대안했는데 집에서 구운것처럼 이쁘고 맛나요ㆍ다들사서 명절편하게 보내자요~~~,"맛나, 편하",,2,0,2,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130996256,긍정,1,김**,2026-02-11,"부침명장 모듬전은 처음 사보네요
밤에 급 사버렸는데 상태는 좋아보여요
부디 맛이 있길 바래요",좋아,,1,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130996072,긍정,1,강**,2026-02-11,"명절이 다가오는데.. 시어른들 다 돌아 가시고
제사때말곤 집에서 전부칠일이 사라져서..
일부러 먹자고 일벌리기는 싫고^^;
우리가족 명절 분위기만 좀 내 볼 생각으로
구입해 봤어요~ 20여년 홀며느리로 혼자 전부쳤으니
명절엔 사먹으렵니다ㅎㅎ
아이들이 부침명장 녹두빈대떡 좋아해서
녹두빈대떡만 사려다가 골고루 맛보고 싶어서
모둠전으로 샀어요~",좋아,,1,0,3,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130991615,긍정,4,이**,2026-02-11,라이브 세일할 때 샀는데 전 만드는데 손이 많이 가는데 간편하고 맛있어서 추천합니다.,"간편, 맛있, 추천, 편하",,4,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130989482,중립,0,김**,2026-02-11,설날때 한끼 먹으려고 구매해요,,,0,0,1,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130987520,긍정,2,박**,2026-02-11,작년 추석에 먹어봤는데 괜찮아서 재구매했어요,"괜찮, 재구매",,2,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130985656,중립,0,박**,2026-02-11,할인해서샀어요 명절때 쓸거에요,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130984899,긍정,1,문**,2026-02-11,모듬전 맛있어서 또 구매 합니다.!!!,맛있,,1,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130983618,긍정,1,박**,2026-02-11,명절에편하게한번먹게요,편하,,1,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130983338,긍정,1,유**,2026-02-11,후기가 너무좋아구매해요ᆢ점심메뉴입니다,좋아,,1,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130982755,긍정,1,김**,2026-02-11,모듬은 첨 사보는데 맛있길,맛있,,1,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130982398,중립,0,임**,2026-02-11,라이브 특가라길래 냉큼,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130981546,중립,0,민**,2026-02-11,"동태전을 그닥 좋아하지 않는데
몇 번 사 봐도 희한하게 동태전 맛이 기가 막힙니다
도대체 간을 어떻게 하신 건지, 아니면 생선에 무슨 마법을 부리신건지
동태전이 제일 맛있어요. 생선까스보다 더 맛있어요",맛있,좋아(부정맥락),1,1,1,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130977881,부정,-1,김**,2026-02-10,"잘받았어요 
세일하기전전날샀는데
아쉽습니다",,아쉽,0,1,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130973072,긍정,1,조**,2026-02-10,잘받았습니다 맛있게 잘먹을께요,맛있,,1,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130970476,중립,0,전**,2026-02-10,기본 먼저 사고 더 필요한거 따로 샀어요,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130970129,부정,-1,정**,2026-02-10,"라이브로 모듬 좋은가격에 구매.
생각보다 양이 적진 않은듯.
부침명장 부침은 거의 다 먹어봤는데,
동태던이 어떨지...궁금하네요.",,양이 적,0,1,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130968070,긍정,2,최**,2026-02-10,맛있어요.맛있어요.재구매합니다,"맛있, 재구매",,2,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130967950,중립,0,차**,2026-02-10,라이브 방송 보고 사봤어요,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130967770,긍정,1,김**,2026-02-10,라이브 특가로 저렴히 구매해서 좋아요~,좋아,,1,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130966583,중립,0,천**,2026-02-10,2인 가족에 딱 맞는 구성입니다,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130966302,긍정,2,이***,2026-02-10,"추석때 맛있게 먹고 다시 구매 
4개로 개별 포장되어 좋아요!","맛있, 좋아",,2,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130961862,중립,0,동**,2026-02-10,구정때 먹으려고 주문했어요~기대됩니다.ㅎ,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130960440,긍정,1,송**,2026-02-10,라이브보고 맛있으면 시댁에 사가려고 사봤는데 기대이상입니다. 구성도 좋고 다 집에서 한것 같은 맛이예요!,맛있,,1,0,0,[라이브특가][부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130959981,긍정,1,이**,2026-02-10,행사하길래 구매해봣어요 좋네요,좋네,,1,0,0,[라이브특가][부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130957661,긍정,2,문**,2026-02-10,모둠전 좋아요~재구매 합니다!!,"재구매, 좋아",,2,0,0,[라이브특가][부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130956446,중립,0,박**,2026-02-10,생각보다 소량입니다,,,0,0,0,[라이브특가][부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130955092,중립,0,송**,2026-02-10,라방덕에 저념히 구매했어요,,,0,0,0,[라이브특가][부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130954484,긍정,1,김**,2026-02-10,"미리 명절기분을 내보네요^^
구성은 괜찮은듯~!",괜찮,,1,0,0,[라이브특가][부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130919200,중립,0,이**,2026-02-08,"보기에 정갈해보여요
양도 적당합니다",,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130914583,긍정,1,김**,2026-02-08,"모듬은 처음인데
명절 기분내기 괜찮을것 같아서
구매했어요",괜찮,,1,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130913663,중립,0,이**,2026-02-08,명절에 간단히 먹으려고 샀어요^^,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130893887,긍정,1,임**,2026-02-08,"구정 연휴엔 시댁과 여행가기로 해서, 그 전에 부모님께 먼저 인사드릴겸 제사 준비해요. 다른 건(밥, 국, 잡채)는 준비했는데 워킹맘이라 전까지는 도저히 무리여서 컬리에 부탁햇숨다😅 
후딱 시켜서 깻잎전, 동그랑땡, 동태전, 꼬지전이 냉동 소분되어 온 것에 감동. 가격은 저렴한 편은 아니지만, 그래도 각 재료 장보고, 손질하고, 준비해서 기름에 부치는 것까지 생각하면 무척 저렴하죠. 

소분된 한 종류가 자주쓰는 후라이팬에 딱 들어가서 좋더라구요. 지난번엔 반찬가게에서 종류별로 각각 담아 샀는데, 이게 편한듯 합니다. 계란 옷도 노릿~하게 잘 입혀져 있구요. 

다음에도 현생에 치이면, 부침명장에 의지할랍니더😁",감동,,1,0,1,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130893296,부정,-2,구**,2026-02-08,"하... 여기 이제 못시키겠네요. 
네번정도 시켰습니다만 
가격은 추석때 비해 6천원 올랐고 
(세일해서 4천원 인상 체감) .. 
뭐 맛있고 깨끗하니
그래도 사자 싶었는데 
오늘 성묘용으로 쓰고 보니.. 

똑같이 기름 살짝 두르고 데웠는데 
이번엔 갈색 기름과 
쩐내가 장난 아닙니다. 
(안좋은 기름으로 초벌을 하면 이렇죠) 

두개 시켜 하나는 명절용 
하나는 성묘용인데 
냉동실 자리때문에 
겉포장 뜯어서 
하나 반품되면 하고 싶네요

사진첨부합니다
안타게 살짝 기름 두르고
살짝 데워서 탄것도 아니고
배어 나온겁니다.
갈색 기름 색깔만큼
냄새도 쩐내가 엄청나네요
초심 유지하시지
대목이라고 물량때문에 이러신건지
너무 실망입니다",맛있,"냄새, 실망, 안좋",1,3,6,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130862187,중립,0,김**,2026-02-07,"설때쓰려구요
잘받았어요",,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130833408,긍정,3,전**,2026-02-06,"재입고 되기만을 간절히 기다렸습니다. 손이 많이 가는 메뉴들로 간편하게 먹기에 구성되어 있어 좋고, 무엇보다 전이 모두 너무 맛있습니다! 냉동 제품으로 쟁여해 보관하기 좋고, 바로 조리해서 먹기 간편합니다.","간편, 맛있, 편하",,3,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130812335,중립,0,박**,2026-02-05,"급하게시키면 품절될때가 많아 미리 사뒀어요.
설날용입니다. ㅋㅋㅋ",,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
130779297,중립,0,공**,2026-02-04,4가지 전으로 올해도 구매,,,0,0,0,[부침명장] 명품 모둠전 759g (고기완자+오미산적+동태전+깻잎전)
129199457,긍정,1,김**,2025-12-09,여기꺼 한번씩 먹었는데 맛있더라구요.,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
129067725,부정,-1,박**,2025-12-05,구색은 맞는데 맛은 별로ㅠ 다음엔 다른거 사보려구요,,별로,0,1,1,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
129000781,긍정,1,남**,2025-12-03,"다양한 종류가 조금씩 들어있어서 좋네요.
잡내없이 맛도 다 괜찮았어요.","괜찮, 좋네",잡내,2,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128889513,긍정,1,김**,2025-11-29,잘받았어요 추천합니다,추천,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128627353,긍정,1,이**,2025-11-19,맛있게 잘 먹을게요~~~~~~~#,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128600616,긍정,3,정**,2025-11-18,간편하게 다시 굽기만 하면 되서 편해요,"간편, 편하, 편해",,3,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128597211,긍정,1,최**,2025-11-17,맛있고 양도 많아요,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128515133,긍정,1,정**,2025-11-14,맛있게 잘 먹었습니다,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128467284,긍정,1,우**,2025-11-12,제사때 썼어요 딱 한상 차리기 좋네요 맛도 좋구요,좋네,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128461634,긍정,1,심**,2025-11-12,양 많고 좀 짜긴하지만 맛있어요,맛있,,1,0,1,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128400149,부정,-1,이**,2025-11-10,"양이 장난아님. 생선전은 가시가 많아 비추에요.
한번에 다 풀었다간 배불러 터집니다. 2번에 걸쳐 먹는게 좋을듯.",,비추,0,1,2,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128331389,긍정,1,김**,2025-11-07,신선하고 안전하게 잘 받았습니다 ㅎ ㅎㅎ,신선,,1,0,1,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128286200,긍정,1,최**,2025-11-06,가격대비 종류도 많고 퀄리티도 괜찮았어요,괜찮,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128240183,긍정,3,최**,2025-11-04,모듬전 간편하고 맛있었습니다,"간편, 맛있, 편하",,3,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128088047,중립,0,최**,2025-10-30,명절이면 찾는 전..다음에도,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128074197,긍정,1,전**,2025-10-29,부침전 구성이 좋고 맛이 좋아 냉동실에 쟁여해두고 즐겨 먹고 있습니다.,좋아,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128071730,긍정,1,정**,2025-10-29,부침명장 명품 모듬전 맛있어요,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128062032,긍정,2,김**,2025-10-29,"여러가지 전들이 있어서 푸짐하게 먹을수 있어서
좋았습니다.","좋았, 푸짐",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128033200,긍정,1,송**,2025-10-27,여러가지가 함께있어 좋아요,좋아,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128009514,중립,0,박**,2025-10-27,쏘쏘.. 귀찮아서,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
128005904,긍정,3,서**,2025-10-26,간편하고 맛있고 잘 먹었네요,"간편, 맛있, 편하",,3,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127994419,긍정,6,한**,2025-10-26,"컬리에서 구매하고 칭찬받았어요ㅎㅎ
                                                             
이 가격에 이 구성이라니 진짜 대박이에요.
반찬가게에서 소량씩 담아둔 전세트 3-4만원인거 보고
충격받았는데, 컬리에서 이렇게 저렴하고 다양하게
전을 맛 볼 수 있다니 최고입니다.
                                                                
너무 예쁘게 종류별로 소분되어져 있어서 
프라이팬에 기름두르고 다시 한 번 굽기만 하면 되요.
너무 맛있고, 양도 생각보다  많습니다.

전 준비하려면 손이 많이 가는데, 착한 가격에 너무 잘 먹었습니다 👍 적극 추천해요 👍","대박, 맛있, 예쁘, 착한, 최고, 추천",,6,0,5,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127979873,긍정,1,이**,2025-10-25,꼬치만 만족해요 ㅋㅋ,만족,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127977040,긍정,1,전**,2025-10-25,방송세일해서 싸게 잘 사서 엄마 편하게 추석음식 하시라고 드렸어요.,편하,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127975521,긍정,10,정**,2025-10-25,"명절이나 손님 초대상에 좋네요~🥰
고기완자, 꼬치산적, 동태전, 깻잎전까지
다양하게 맛있는 전들로만 구성되어 있어
한 상이 푸짐하게 차려지더라고요.

해동 후 살짝만 데워도 기름기 적고
바삭하면서도 속은 촉촉해요.
특히 고기완자는 부드럽고 고소하며,
깻잎전은 향긋해서 입맛을 돋워줬어요.
꼬치산적은 모양도 예쁘고 간도 잘 맞았는데..
아쉽게도 햄이 좀 제 취향은 아니더라구요 ㅠㅠ
동태전 맛은 정말 담백하면서도 부드럽고
고소하고 깔끔한 맛이었어요.
살살 녹는 식감이 좋고, 느끼하지 않으면서도
입안에 은은한 감칠맛이 남더라고요.😍😍

냉동전 특유의 느끼함이나 인공적인 맛이 전혀 없고,
마치 직접 부친 듯한 ‘집밥의 정성’이 느껴졌어요.
포장도 깔끔하고 조리도 간편해서
명절 준비가 훨씬 수월했어요.
맛, 구성, 편리함 삼박자를
다 갖춘 제품이라 따봉입니다용👍👍","간편, 감칠맛, 고소, 깔끔, 담백, 맛있, 바삭, 예쁘, 좋네, 촉촉, 편해, 푸짐","느끼, 아쉽",12,2,6,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127975106,긍정,1,조**,2025-10-25,구성이 다양하고 생각보다 양도 많고 맛있어요,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127971389,긍정,3,김**,2025-10-25,간편하고 좋아요~ 이번 명절엔 부침명장으로 간단히 준비햇네요~~ 매년 명절에 꼭 출시해주세요~~!,"간편, 좋아, 편하",,3,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127969073,중립,0,박**,2025-10-25,저렴하게 구매했어요!,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127968509,중립,0,장**,2025-10-25,명절 맞이로 샀었어요,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127965514,긍정,1,송**,2025-10-25,요즘 요기전 자주먹어요 맛있어요,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127950307,중립,0,최**,2025-10-24,추석때 행사할때 샀는데 아직도 먹고 있어요. 종류가 다양해서 질리지 않고 조금씩 먹고 있어요.,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127932384,긍정,2,윤**,2025-10-23,맛있고 양도 좋고 골고루 들어있어 좋았어요,"맛있, 좋았",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127914228,긍정,2,이**,2025-10-23,"여러가지 전이 들어 있어서 골라먹기 좋아요.
맛있어요","맛있, 좋아",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127912619,긍정,1,정**,2025-10-23,명절에 골고루 맛볼수있는 구성 너무 좋네요,좋네,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127910789,긍정,1,한**,2025-10-22,와 너무 맛있었어요!!기름쩐내도 없고 짜지도않고 너무 맛있어요,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127905634,긍정,1,최**,2025-10-22,여기 전이 왠만해선 맛이 괜잔네요 동그랑땡 먼저 먹어봤는데 좋았어요,좋았,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127904593,긍정,3,이**,2025-10-22,간편하게 먹을 수 있어서 좋아요,"간편, 좋아, 편하",,3,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127903331,긍정,2,김**,2025-10-22,"여러번 재구매했어요
명절에 이만한 효자템이 없는거같아요~
맛도 좋고 명절차례상이나 작은상차림에도 너무 편해요~","재구매, 편해",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127888326,긍정,3,강**,2025-10-22,명품 모듬전 맞네요. 데워서 큰접시에 담으니 먹음직스럽고 다양해서 보기 좋아요. 맛도 집에서 갓만든마냥 재료도 신선히고 양도 푸짐합니다.,"신선, 좋아, 푸짐",,3,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127885174,긍정,2,나*,2025-10-22,냉동실에 든든하게 두고 맛있게 먹고 있어요,"든든, 맛있",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127882562,긍정,1,최**,2025-10-21,여러 종류의 전을 맛볼 수 있어서 좋았어요.,좋았,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127876386,중립,0,허**,2025-10-21,"덕분에 추석 느낌 잘 내고 넘어가요 
구세주",,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127872635,긍정,2,이**,2025-10-21,간편하게 데우거나 프라이팬에 기름없이 데워서 먹을 수 있어요.,"간편, 편하",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127866520,긍정,1,최**,2025-10-21,평이 괜찮아서 사봤어요,괜찮,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127858646,중립,0,권**,2025-10-21,명절 기분 내려고 사봄. 맛은 무난해요.,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127855414,긍정,1,전**,2025-10-20,기름을 둘러야 맛나요. 잘 먹었어요,맛나,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127838303,긍정,1,김**,2025-10-20,명품 모듬전 처음으로 구매했는데 구성이 좋고 맛있어요.,맛있,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127836523,긍정,1,이**,2025-10-20,"다양한 종류가 들어 있어 접시에 담으니 근사하네요
아주 잘 활용했습니다
성묘, 상차림 등
맛도 좋았고요 다시 구매할
생각입니다",좋았,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127831066,긍정,1,김**,2025-10-20,구성도 좋고 명절에 편하게 잘 먹었어요,편하,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127830379,긍정,2,신**,2025-10-20,추석전  시부모님 묘소. 제사 음식에 정말 신의한수의 전이었습니다. 편하고 맛있는 모듬전.한접시에 딱입니다,"맛있, 편하",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127826349,부정,-1,최**,2025-10-19,기름기가 너무 많아서 느끼하네요,,느끼,0,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127822619,중립,0,권**,2025-10-19,"가아아끔 사먹어요
코코에서 맛보고 셀하길래 구매",,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127812109,긍정,1,정**,2025-10-19,여러종류 전이 함께있어 좋아요,좋아,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127807410,긍정,2,강**,2025-10-19,간편하게 전 부치기에 좋습니다,"간편, 편하",,2,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127802025,중립,0,박**,2025-10-19,골고루 들어있고 맛도 준수,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127801500,긍정,1,유**,2025-10-19,푸짐한 모듬전이 맛도 좋지만 모양도 예뻐요,푸짐,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127788762,긍정,1,이**,2025-10-18,진짜 냉동치고 퀄리티 좋아요,좋아,,1,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127786784,중립,0,정**,2025-10-18,에어프라이에 돌려 먹었어요,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127784942,중립,0,함**,2025-10-18,동태전 가시처리가 전혀안됨,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127784666,긍정,1,함**,2025-10-18,"할인할때 구매해서 추석에 잘먹었어요
전이 간도 잘맞고 맛있는데
동태전가시제거가 안되있어서
완전별로였어요.
제가 2세트 구매했는데 한세트에는
가시있는게 하나?정도였는데
다른한봉지는 하나빼고 전부 가시가 있더라고요
잔가시도 아니고 큼직한게
가시처리 안하는건가 싶어서 재구매는 그닥","맛있, 재구매",별로,2,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127777860,중립,0,송**,2025-10-18,냉동이라 맛에 한계는 분명있지만 그래도 편한맛에 한번쯤은 먹을만해요.,,,0,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127775948,중립,0,권**,2025-10-18,"골고루 구성되어 있어서 좋습니다
전찌개 끓일 용도로 구매했는데
적당했어요",,,0,0,1,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127775509,긍정,4,김**,2025-10-18,"라이브 방송때 가성비있게 구매해서 아주 유용했어요
가짓수도 좋고 간편하게 아주 좋아요","간편, 유용, 좋아, 편하",,4,0,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
127770590,긍정,3,황**,2025-10-17,"행사보고 샀는데 하나산거 후회했어요
후기처럼 동태에 가시가 한두개나오지만 성인은 괜찮을것같고 간편하고 맛있네요","간편, 괜찮, 맛있, 편하",후회,4,1,0,[부침명장] 명품 모둠전666g (고기완자+꼬치산적+동태전+깻잎전)
